29.354;29.546;29.141
29.611;29.73;29.169
29.533;29.167;29.201
29.176;29.141;28.761
29.156;29.169;29.061
29.349;29.201;28.913
29.03;28.761;28.616999999999997
28.869;29.061;28.906
29.02;28.913;28.653000000000002
28.947;28.617;28.279
28.716;28.906;27.590999999999998
28.77;28.653;27.991
28.774;28.279;27.659000000000002
28.227;27.591;27.686999999999998
27.896;27.991;27.32
27.907;27.659;27.215999999999998
27.603;27.687;27.625999999999998
27.69;27.32;27.673000000000002
27.453;27.216;27.42
27.477;27.626;26.544
27.663;27.673;26.449
27.629;27.42;26.559
27.264;26.544;26.991
26.539;26.449;27.069000000000003
26.516;26.559;27.389
26.843;26.991;27.313000000000002
26.987;27.069;27.747
27.023;27.389;27.844
27.221;27.313;27.934
27.524;27.747;27.943
27.817;27.844;27.869
27.853;27.934;27.684
27.87;27.943;27.833000000000002
28.01;27.869;27.783
27.851;27.684;27.746
27.729;27.833;28.151
27.499;27.783;28.114
27.834;27.746;28.203000000000003
27.917;28.151;28.033
28.199;28.114;28.09
28.207;28.203;28.061
28.271;28.033;28.42
28.107;28.09;28.543000000000003
28.003;28.061;28.677
28.013;28.42;28.573
28.443;28.543;28.544
28.504;28.677;28.796
28.714;28.573;28.83
28.529;28.544;28.78
28.587;28.796;28.68
28.801;28.83;28.873
28.824;28.78;29.086
28.854;28.68;28.823
28.551;28.873;28.329
28.903;29.086;28.303
29.03;28.823;28.659000000000002
28.97;28.329;28.794
28.431;28.303;28.749000000000002
28.446;28.659;28.964000000000002
28.706;28.794;29.276
28.734;28.749;29.184
28.886;28.964;28.473000000000003
29.084;29.276;28.590999999999998
29.146;29.184;28.916999999999998
29.089;28.473;28.840999999999998
28.42;28.591;28.74
28.74;28.917;28.714000000000002
28.997;28.841;28.646
28.799;28.74;28.434
28.753;28.714;28.413
28.644;28.646;28.769000000000002
28.567;28.434;28.623
28.37;28.413;28.539
28.551;28.769;28.533
28.794;28.623;28.416
28.313;28.539;27.994
28.456;28.533;27.924
28.514;28.416;28.32
28.336;27.994;28.183000000000003
28.123;27.924;28.609
28.07;28.32;28.08
28.359;28.183;27.91
28.391;28.609;27.139
28.419;28.08;26.896
27.93;27.91;27.64
27.816;27.139;27.566
26.823;26.896;28.011
27.813;27.64;27.936999999999998
27.569;27.566;27.843000000000004
27.649;28.011;28.041
27.993;27.937;27.724
27.846;27.843;27.456999999999997
27.86;28.041;26.491
28.166;27.724;26.86
27.594;27.457;26.553
27.09;26.491;26.641
26.066;26.86;26.656
26.763;26.553;27.404
26.12;26.641;27.087
26.786;26.656;26.73
27.031;27.404;27.443
27.34;27.087;27.816
26.961;26.73;26.954
26.847;27.443;26.823
27.461;27.816;27.087
27.3;26.954;27.089000000000002
27.043;26.823;27.891
26.857;27.087;28.197
27.194;27.089;28.079
27.43;27.891;28.633000000000003
27.623;28.197;28.629
28.319;28.079;28.641
28.251;28.633;28.643
28.477;28.629;28.561
28.694;28.641;28.199
28.657;28.643;28.329
28.904;28.561;27.919
28.587;28.199;27.801
28.237;28.329;28.156
28.227;27.919;27.52
28.021;27.801;27.267
27.903;28.156;27.230999999999998
27.894;27.52;26.836
27.507;27.267;27.136999999999997
27.234;27.231;27.819000000000003
27.164;26.836;27.921
27.16;27.137;27.891
27.131;27.819;27.73
27.979;27.921;28.049
27.926;27.891;28.059
27.774;27.73;28.02
27.991;28.049;27.444000000000003
28.051;28.059;27.664
28.067;28.02;28.261
27.936;27.444;28.019000000000002
27.534;27.664;28.459
27.587;28.261;28.826
28.353;28.019;28.91
28.297;28.459;28.769000000000002
28.547;28.826;28.834
28.89;28.91;28.660999999999998
28.989;28.769;28.98
28.709;28.834;29.489
28.959;28.661;29.204
28.396;28.98;29.413
29.366;29.489;29.479
29.349;29.204;29.34
29.281;29.413;29.173000000000002
29.254;29.479;29.18
29.274;29.34;28.599
29.254;29.173;28.796
28.957;29.18;28.713
28.727;28.599;28.834
28.297;28.796;29.224
28.724;28.713;29.406999999999996
28.587;28.834;29.057
28.987;29.224;28.965999999999998
29.247;29.407;28.889
29.3;29.057;28.660999999999998
28.951;28.966;28.993000000000002
29.057;28.889;28.874000000000002
28.617;28.661;29.063000000000002
28.464;28.993;28.64
29.054;28.874;28.839000000000002
29.027;29.063;29.273000000000003
28.96;28.64;29.314
28.534;28.839;29.504
29.137;29.273;29.471
29.204;29.314;29.799
29.453;29.504;29.889
29.461;29.471;30.053
29.49;29.799;30.163
30.05;29.889;31.261
29.936;30.053;31.322
30.223;30.163;31.129
31.611;31.261;31.476
30.999;31.322;31.886
31.204;31.129;31.92
31.354;31.476;31.831
31.61;31.886;31.680999999999997
31.799;31.92;32.246
31.918;31.831;32.134
31.61;31.681;32.368
31.964;32.246;32.296
32.185;32.134;32.05
32.263;32.368;32.275999999999996
32.266;32.296;32.131
32.379;32.05;32.591
32.329;32.276;32.169000000000004
32.358;32.131;32.036
32.311;32.591;31.996
32.412;32.169;32.124
32.282;32.036;32.116
32.099;31.996;32.067
32.014;32.124;32.216
32.015;32.116;32.11
32.241;32.067;32.01
32.094;32.216;31.765
32.404;32.11;32.141999999999996
32.076;32.01;32.003
31.824;31.765;31.995
31.895;32.142;32.126
32.225;32.003;32.232
32.039;31.995;32.139
32.142;32.126;32.492
32.121;32.232;32.419000000000004
32.115;32.139;32.539
32.295;32.492;32.681
32.506;32.419;32.942
32.691;32.539;33.54
32.718;32.681;33.306
32.671;32.942;33.156
33.182;33.54;33.043
33.432;33.306;33.282
33.185;33.156;33.122
33.304;33.043;32.79
33.081;33.282;32.709
33.168;33.122;32.3
32.949;32.79;32.438
32.906;32.709;32.759
32.545;32.3;32.849000000000004
32.324;32.438;32.686
32.718;32.759;32.400999999999996
32.775;32.849;32.736
32.718;32.686;32.662
32.402;32.401;32.299
32.451;32.736;32.249
32.526;32.662;32.809
32.499;32.299;33.054
32.126;32.249;32.999
32.654;32.809;33.091
32.654;33.054;33.135999999999996
32.782;32.999;33.069
32.939;33.091;33.215
33.289;33.136;33.385999999999996
33.181;33.069;33.46
33.188;33.215;33.814
33.365;33.386;33.751999999999995
33.588;33.46;33.675
33.499;33.814;33.65
33.754;33.752;34.055
33.766;33.675;34.309
33.662;33.65;34.345
33.864;34.055;34.264
34.144;34.309;34.361999999999995
34.32;34.345;34.385999999999996
34.341;34.264;34.488
34.245;34.362;34.552
34.449;34.386;34.704
34.426;34.488;34.812
34.402;34.552;35.192
34.489;34.704;35.18
34.883;34.812;34.622
34.876;35.192;34.446
34.941;35.18;34.355
35.052;34.622;34.211
34.648;34.446;34.49
34.374;34.355;34.549
34.394;34.211;34.412
34.369;34.49;34.281
34.546;34.549;34.186
34.461;34.412;34.234
34.444;34.281;34.319
34.259;34.186;34.521
34.104;34.234;34.774
34.378;34.319;35.186
34.324;34.521;35.13
34.468;34.774;34.669000000000004
34.938;35.186;34.622
35.15;35.13;35.11
35.135;34.669;35.099000000000004
34.69;34.622;35.461
34.851;35.11;35.548
35.142;35.099;35.604
35.021;35.461;36.052
35.506;35.548;36.405
35.655;35.604;36.808
35.669;36.052;37.291
36.076;36.405;37.125
36.506;36.808;36.988
36.728;37.291;36.75
37.224;37.125;36.615
36.966;36.988;36.476
36.989;36.75;35.812
36.619;36.615;35.378
36.618;36.476;35.465
36.05;35.812;35.884
35.816;35.378;36.16
35.225;35.465;35.808
35.514;35.884;36.126
36.035;36.16;36.275999999999996
36.164;35.808;36.121
35.989;36.126;36.045
36.276;36.276;36.111
36.2;36.121;36.176
36.109;36.045;35.629
36.04;36.111;35.665
36.06;36.176;35.208
35.874;35.629;34.878
35.296;35.665;34.81
35.509;35.208;35.434
34.518;34.878;35.766
34.858;34.81;34.779
35.189;35.434;35.085
35.75;35.766;35.330999999999996
35.115;34.779;35.652
34.958;35.085;35.894
35.048;35.331;35.955
35.724;35.652;36.299
35.721;35.894;36.725
35.964;35.955;36.864000000000004
35.956;36.299;37.076
36.461;36.725;36.99
36.727;36.864;36.806
37.016;37.076;37.124
37.149;36.99;37.03
36.952;36.806;36.864000000000004
36.935;37.124;36.679
36.995;37.03;36.514
37.11;36.864;36.684
36.817;36.679;36.709
36.552;36.514;36.859
36.642;36.684;36.368
36.511;36.709;36.495
36.756;36.859;36.786
36.559;36.368;37.051
36.459;36.495;36.974000000000004
36.775;36.786;37.38
36.85;37.051;37.797
37.054;36.974;38.115
37.065;37.38;37.994
37.419;37.797;38.459
37.759;38.115;38.525999999999996
37.939;37.994;38.185
38.556;38.459;38.194
38.361;38.526;38.295
38.427;38.185;38.38
38.043;38.194;38.841
38.481;38.295;38.715
38.315;38.38;38.836
38.375;38.841;38.507
38.729;38.715;38.332
38.606;38.836;38.141
38.801;38.507;38.564
38.429;38.332;38.683
38.24;38.141;38.711999999999996
38.182;38.564;38.355
38.676;38.683;38.471
38.694;38.712;38.315
38.332;38.355;38.62
38.406;38.471;38.74
38.372;38.315;38.979
38.258;38.62;38.426
38.716;38.74;38.425
39.02;38.979;37.751
38.882;38.426;37.426
38.356;38.425;37.449
37.63;37.751;37.361
37.57;37.426;37.36
37.531;37.449;37.001
37.411;37.361;36.78
37.439;37.36;37.009
37.262;37.001;36.655
37.044;36.78;36.69
36.994;37.009;36.878
36.74;36.655;36.948
36.646;36.69;37.42
36.921;36.878;37.576
36.756;36.948;37.394
37.1;37.42;36.955999999999996
37.312;37.576;37.231
37.308;37.394;37.465
37.451;36.956;37.624
36.985;37.231;37.868
37.359;37.465;38.635999999999996
37.624;37.624;38.928000000000004
37.756;37.868;38.981
37.942;38.636;39.025
38.844;38.928;38.81
38.846;38.981;38.236
39.16;39.025;38.196
38.726;38.81;38.189
38.52;38.236;37.802
38.175;38.196;37.909
38.292;38.189;37.379
38.258;37.802;37.842
37.904;37.909;38.05
37.738;37.379;38.424
37.608;37.842;38.482
37.999;38.05;38.025999999999996
38.189;38.424;38.095
38.274;38.482;37.436
38.234;38.026;37.073
38.023;38.095;36.715
37.928;37.436;36.754
37.431;37.073;35.728
36.756;36.715;36.22
37.154;36.754;34.244
36.704;35.728;33.782
35.658;36.22;31.399
35.736;34.244;32.889
34.714;33.782;31.982
32.839;31.399;33.195
31.685;32.889;33.46
32.465;31.982;34.352
32.048;33.195;34.062
33.481;33.46;34.334
33.675;34.352;32.945
34.099;34.062;32.823
34.199;34.334;32.676
33.702;32.945;33.786
32.611;32.823;34.178000000000004
33.514;32.676;33.53
32.786;33.786;33.991
33.694;34.178;34.793
34.288;33.53;35.008
33.35;33.991;35.404
